City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Xiamen,CN,2021-10-22 00:59:09,24.4798,118.0819,69.26,77,90,6.71
297,Strezhevoy,RU,2021-10-22 00:59:09,60.7333,77.5889,33.78,78,100,9.73
298,Aripuana,BR,2021-10-22 00:59:10,-9.1667,-60.6333,73.44,98,100,1.9
299,Jacareacanga,BR,2021-10-22 00:59:10,-6.2222,-57.7528,74.52,96,86,1.43
300,Hobyo,SO,2021-10-22 00:59:11,5.3505,48.5268,78.57,80,20,10.96
301,Mabay,PH,2021-10-22 00:59:11,6.0577,124.4666,85.66,65,24,3.13
302,Taltal,CL,2021-10-22 00:59:11,-25.4,-70.4833,59.43,73,32,1.99
303,Altay,CN,2021-10-22 00:59:12,47.8667,88.1167,41.81,40,30,9.15
304,Xapuri,BR,2021-10-22 00:59:12,-10.6517,-68.5044,79.16,68,100,3.24
305,Oranjemund,NA,2021-10-22 00:59:12,-28.55,16.4333,59.45,72,92,17.85
306,Udachnyy,RU,2021-10-22 00:59:13,66.4167,112.4,20.71,94,100,2.17
307,Tecpan,GT,2021-10-22 00:59:13,14.7623,-90.9947,58.44,98,100,3.65
308,Domoni,KM,2021-10-22 00:59:13,-12.2569,44.5319,76.64,84,71,8.01
309,Laguna,US,2021-10-22 00:59:14,38.421,-121.4238,74.64,75,75,3.0
310,Aitape,PG,2021-10-22 00:59:14,-3.1374,142.3475,84.7,70,72,4.41
311,Skala,PL,2021-10-22 00:59:14,50.2305,19.8536,52.05,57,0,14.97
312,Tucurui,BR,2021-10-22 00:59:15,-3.7661,-49.6725,78.62,85,84,3.87
313,Lieksa,FI,2021-10-22 00:59:15,63.3167,30.0167,40.84,95,100,14.47
314,Porosozero,RU,2021-10-22 00:59:15,62.7191,32.727,39.88,99,100,9.48
315,Mount Gambier,AU,2021-10-22 00:59:16,-37.8333,140.7667,60.71,77,90,6.91
316,Skibbereen,IE,2021-10-22 00:59:16,51.55,-9.2667,46.2,72,11,6.89
317,Sitka,US,2021-10-22 00:57:26,57.0531,-135.33,46.4,90,100,8.32
318,Vila Velha,BR,2021-10-22 00:59:17,-20.3297,-40.2925,69.75,73,40,9.22
319,Kailua,US,2021-10-22 00:59:17,21.4022,-157.7394,82.08,72,27,9.84
320,Rodrigues Alves,BR,2021-10-22 00:59:17,-7.738,-72.6509,79.16,71,100,2.19
321,Vestmannaeyjar,IS,2021-10-22 00:58:41,63.4427,-20.2734,43.63,54,92,19.89
322,Esmeraldas,BR,2021-10-22 00:58:29,-19.7625,-44.3139,65.44,92,55,6.73
323,Cabra,ES,2021-10-22 00:59:18,37.4725,-4.4421,58.89,59,0,1.12
324,Nha Trang,VN,2021-10-22 00:59:18,12.25,109.1833,78.8,78,99,3.91
325,Cherskiy,RU,2021-10-22 00:59:19,68.75,161.3,9.45,95,100,5.17
326,Arica,CL,2021-10-22 00:59:19,-18.475,-70.3042,61.03,72,0,6.91
327,Chulman,RU,2021-10-22 00:59:19,56.8479,124.9104,34.84,99,100,6.96
328,Pisco,PE,2021-10-22 00:59:20,-13.7,-76.2167,62.02,82,0,18.41
329,Flinders,AU,2021-10-22 00:59:20,-34.5833,150.8552,75.79,72,47,3.0
330,Ballina,AU,2021-10-22 00:59:21,-28.8667,153.5667,74.79,81,75,6.91
331,Kargil,IN,2021-10-22 00:59:21,34.5667,76.1,35.69,51,1,5.19
332,Smirnykh,RU,2021-10-22 00:59:21,49.75,142.8333,35.47,61,99,1.83
333,Sierra Vista,US,2021-10-22 00:59:22,31.5545,-110.3037,72.77,22,0,3.0
334,Abalak,RU,2021-10-22 00:59:22,58.1286,68.5944,25.3,91,17,5.95
335,Wawa,NG,2021-10-22 00:59:23,9.9022,4.4192,77.63,75,1,2.39
336,Dakar,SN,2021-10-22 00:56:27,14.6937,-17.4441,79.68,83,78,0.0
337,Poya,NC,2021-10-22 00:59:23,-21.35,165.15,78.82,70,48,8.68
338,Caborca,MX,2021-10-22 00:59:23,30.5838,-111.101,77.49,24,0,8.72
339,Abha,SA,2021-10-22 00:59:24,18.2164,42.5053,58.82,26,0,4.61
340,Isla Vista,US,2021-10-22 00:58:27,34.4133,-119.861,69.82,79,100,1.99
341,Toora-Khem,RU,2021-10-22 00:59:24,52.4675,96.11,25.84,70,52,1.81
342,Lagoa,PT,2021-10-22 00:59:25,39.05,-27.9833,68.18,72,100,11.97
343,Mogadishu,SO,2021-10-22 00:59:25,2.0371,45.3438,78.75,83,94,14.16
344,Tonantins,BR,2021-10-22 00:59:25,-2.8731,-67.8022,73.96,89,100,3.42
345,Sao Luis De Montes Belos,BR,2021-10-22 00:59:26,-16.525,-50.3722,74.19,68,57,3.09
346,Nuzvid,IN,2021-10-22 00:59:26,16.7833,80.85,77.85,78,99,5.17
347,Lindi,TZ,2021-10-22 00:59:26,-10.0,39.7167,72.84,95,99,3.98
348,Northam,GB,2021-10-22 00:59:27,51.0333,-4.2167,52.66,71,25,12.66
349,Houston,US,2021-10-22 00:58:12,29.7633,-95.3633,81.09,71,57,1.01
350,Havre-Saint-Pierre,CA,2021-10-22 00:59:27,50.2334,-63.5986,48.2,93,1,3.44
351,Kondratovo,RU,2021-10-22 00:59:28,57.9804,56.1066,37.69,87,90,13.42
352,Mount Isa,AU,2021-10-22 00:59:28,-20.7333,139.5,92.97,29,0,10.36
353,Aasiaat,GL,2021-10-22 00:59:28,68.7098,-52.8699,22.46,95,100,5.44
354,Kamenka,RU,2021-10-22 00:57:18,51.3223,42.7678,48.4,60,100,17.72
355,Evensk,RU,2021-10-22 00:59:29,61.95,159.2333,12.16,65,6,4.45
356,Vardo,NO,2021-10-22 00:59:29,70.3705,31.1107,36.12,53,100,27.51
357,Vestmanna,FO,2021-10-22 00:59:29,62.1564,-7.1664,38.32,65,75,32.21
358,Zhigansk,RU,2021-10-22 00:59:30,66.7697,123.3711,24.35,86,98,13.94
359,Zapadnaya Dvina,RU,2021-10-22 00:59:30,56.259,32.0745,50.31,74,60,17.81
360,Darlowo,PL,2021-10-22 00:56:11,54.421,16.4107,43.95,71,29,30.65
361,Bethel,US,2021-10-22 00:59:31,41.3712,-73.414,64.65,88,10,4.47
362,Mazagao,BR,2021-10-22 00:59:31,-0.115,-51.2894,86.05,85,61,4.79
363,Kihei,US,2021-10-22 00:59:32,20.785,-156.4656,83.97,76,83,3.94
364,Tautira,PF,2021-10-22 00:59:32,-17.7333,-149.15,84.22,79,13,10.89
365,Solnechnyy,RU,2021-10-22 00:59:32,50.7214,136.6319,35.91,71,83,0.09
366,Oil City,US,2021-10-22 00:59:33,41.4339,-79.7064,58.59,89,90,1.99
367,Yuzhou,CN,2021-10-22 00:59:33,34.1628,113.4639,50.27,70,100,1.43
368,Miles City,US,2021-10-22 00:59:33,46.4083,-105.8406,55.51,47,12,7.31
369,Camocim,BR,2021-10-22 00:59:34,-2.9022,-40.8411,80.08,81,40,10.96
370,Birjand,IR,2021-10-22 00:59:34,32.8663,59.2211,43.56,74,0,7.0
371,Novo Oriente,BR,2021-10-22 00:59:34,-5.5344,-40.7742,82.13,57,92,2.21
372,Nacala,MZ,2021-10-22 00:55:09,-14.5428,40.6728,69.96,77,6,7.09
373,Caravelas,BR,2021-10-22 00:59:35,-17.7125,-39.2481,73.17,88,100,9.71
374,Taywarah,AF,2021-10-22 00:59:35,33.35,64.4167,31.82,50,0,8.63
375,Yarada,IN,2021-10-22 00:59:36,17.65,83.2667,79.12,100,40,3.44
376,Ponto Novo,BR,2021-10-22 00:59:36,-10.8628,-40.1336,77.14,72,100,5.7
377,Severo-Yeniseyskiy,RU,2021-10-22 00:59:36,60.3725,93.0408,33.93,84,99,5.14
378,Rio Gallegos,AR,2021-10-22 00:59:37,-51.6226,-69.2181,48.25,49,20,16.11
379,Kabwe,ZM,2021-10-22 00:59:37,-14.4469,28.4464,64.2,69,13,7.65
380,Naifaru,MV,2021-10-22 00:59:37,5.4444,73.3657,81.07,78,59,6.58
381,Manokwari,ID,2021-10-22 00:59:38,-0.8667,134.0833,77.7,86,100,6.98
382,Zabol,AF,2021-10-22 00:59:38,32.25,67.25,54.28,26,5,15.9
383,Anloga,GH,2021-10-22 00:59:39,5.7947,0.8973,75.42,85,99,9.69
384,Sobolevo,RU,2021-10-22 00:59:39,54.4299,31.8996,52.95,67,100,17.54
385,Gaogou,CN,2021-10-22 00:59:39,34.0175,119.1886,56.88,53,2,8.03
386,Ust-Kulom,RU,2021-10-22 00:59:40,61.6864,53.6902,36.07,98,100,4.9
387,Bressuire,FR,2021-10-22 00:59:40,46.9167,-0.5,49.87,80,96,7.4
388,Chamba,IN,2021-10-22 00:59:40,32.5667,76.1333,63.01,32,89,8.03
389,Bandarbeyla,SO,2021-10-22 00:59:41,9.4942,50.8122,75.63,87,98,4.92
390,Puerto Baquerizo Moreno,EC,2021-10-22 00:59:41,-0.9,-89.6,69.69,87,58,9.98
391,Moron,AR,2021-10-22 00:59:42,-34.6534,-58.6198,72.97,68,0,1.99
392,Lorengau,PG,2021-10-22 00:59:42,-2.0226,147.2712,79.09,81,100,5.39
393,Bouna,CI,2021-10-22 00:59:42,9.2667,-3.0,74.12,87,67,4.45
394,Udankudi,IN,2021-10-22 00:59:43,8.4333,78.0167,81.48,75,96,3.2
395,Lavrentiya,RU,2021-10-22 00:59:43,65.5833,-171.0,23.7,90,100,6.24
396,Hammelburg,DE,2021-10-22 00:59:43,50.1167,9.9,44.1,93,51,6.76
397,San Policarpo,PH,2021-10-22 00:58:17,12.1791,125.5072,82.17,83,25,11.45
398,Grand-Lahou,CI,2021-10-22 00:59:44,5.1367,-5.0242,76.89,91,100,9.48
399,Berbera,SO,2021-10-22 00:59:44,10.4396,45.0143,83.03,60,7,5.26
400,Cockburn Town,TC,2021-10-22 00:59:44,21.4612,-71.1419,83.61,75,18,18.23
401,Bonthe,SL,2021-10-22 00:59:45,7.5264,-12.505,77.23,89,100,4.29
402,Olga,RU,2021-10-22 00:59:45,43.7444,135.2892,45.82,45,33,8.81
403,Sabzevar,IR,2021-10-22 00:55:28,36.2126,57.6819,45.32,58,0,8.25
404,Utevka,RU,2021-10-22 00:59:46,52.9035,50.9495,44.6,81,100,14.79
405,Natchez,US,2021-10-22 00:59:46,31.5604,-91.4032,74.89,78,1,0.0
406,Usinsk,RU,2021-10-22 00:59:46,65.9939,57.5281,28.24,96,100,13.82
407,Shimoda,JP,2021-10-22 00:59:47,34.6667,138.95,55.76,87,100,16.69
408,Chengde,CN,2021-10-22 00:59:47,40.9725,117.9361,44.53,46,0,3.94
409,Pomabamba,PE,2021-10-22 00:59:47,-8.8333,-77.4667,54.23,78,24,2.71
410,Westport,US,2021-10-22 00:58:47,41.1415,-73.3579,66.97,91,9,10.0
411,Griffith,US,2021-10-22 00:59:48,41.5284,-87.4237,53.55,86,90,3.0
412,Dwarka,IN,2021-10-22 00:59:48,22.2394,68.9678,78.1,58,0,11.05
413,Nyurba,RU,2021-10-22 00:59:49,63.2842,118.3319,34.88,93,99,4.92
414,Ovruch,UA,2021-10-22 00:59:49,51.3246,28.8035,54.57,67,100,15.59
415,Aljezur,PT,2021-10-22 00:57:41,37.3191,-8.8033,60.13,73,0,15.66
416,Narsaq,GL,2021-10-22 00:59:50,60.9167,-46.05,40.44,42,100,4.83
417,Maceio,BR,2021-10-22 00:59:50,-9.6658,-35.7353,80.04,89,0,5.75
418,Bilibino,RU,2021-10-22 00:59:50,68.0546,166.4372,1.44,94,100,3.18
419,Broken Hill,AU,2021-10-22 00:58:38,-31.95,141.4333,71.31,43,0,9.22
420,Alpena,US,2021-10-22 00:59:51,45.0617,-83.4327,45.1,85,6,5.01
421,Valleyview,CA,2021-10-22 00:59:51,55.0667,-117.2859,53.64,58,16,8.05
422,Clearwater,US,2021-10-22 00:59:24,27.9659,-82.8001,78.15,78,1,5.99
423,Guerrero Negro,MX,2021-10-22 00:58:21,27.9769,-114.0611,68.77,77,0,14.43
424,Monrovia,LR,2021-10-22 00:56:24,6.3005,-10.7969,77.38,87,100,4.59
425,Port Blair,IN,2021-10-22 00:59:52,11.6667,92.75,77.04,88,75,2.3
426,Korla,CN,2021-10-22 00:59:52,41.7597,86.1469,52.84,32,100,7.2
427,Nicoya,CR,2021-10-22 00:59:53,10.1483,-85.452,72.95,92,66,1.97
428,Tual,ID,2021-10-22 00:59:53,-5.6667,132.75,82.72,72,100,2.53
429,Gohana,IN,2021-10-22 00:59:53,29.1333,76.7,70.23,37,0,6.96
430,Kodigenahalli,IN,2021-10-22 00:59:54,13.72,77.3903,70.79,95,100,5.73
431,Guane,CU,2021-10-22 00:59:54,22.2025,-84.0875,78.01,86,100,4.52
432,Iralaya,HN,2021-10-22 00:59:54,15.0,-83.2333,75.29,80,100,6.6
433,Alofi,NU,2021-10-22 00:59:55,-19.0595,-169.9187,78.69,61,75,16.11
434,Iqaluit,CA,2021-10-22 00:59:55,63.7506,-68.5145,29.93,92,75,11.01
435,Pocone,BR,2021-10-22 00:59:55,-16.2567,-56.6228,84.9,42,47,2.44
436,Piacabucu,BR,2021-10-22 00:59:56,-10.4056,-36.4344,78.6,87,4,11.5
437,Waitara,NZ,2021-10-22 00:59:56,-38.925,174.25,68.72,62,100,9.86
438,Spencer,US,2021-10-22 00:59:56,43.1414,-95.1444,44.58,80,6,6.2
439,Mairana,BO,2021-10-22 00:59:57,-18.1167,-63.9333,58.21,78,0,2.1
440,Bonavista,CA,2021-10-22 00:59:57,48.6499,-53.1147,46.11,76,50,22.44
441,Ust-Kuyga,RU,2021-10-22 00:57:46,70.0167,135.6,13.14,94,100,3.67
442,Labrea,BR,2021-10-22 00:58:21,-7.2586,-64.7981,78.51,74,52,2.28
443,Mezen,RU,2021-10-22 00:59:58,65.8522,44.24,28.15,98,95,5.23
444,La Ronge,CA,2021-10-22 00:59:49,55.1001,-105.2842,37.65,41,20,6.91
445,Luganville,VU,2021-10-22 00:58:09,-15.5333,167.1667,83.12,71,100,5.99
446,Grand Gaube,MU,2021-10-22 00:59:58,-20.0064,57.6608,74.37,77,57,5.01
447,Careiro Da Varzea,BR,2021-10-22 00:59:59,-3.2003,-59.8119,75.81,87,98,2.57
448,Chumikan,RU,2021-10-22 00:58:12,54.7183,135.315,32.63,74,17,19.82
449,Tuatapere,NZ,2021-10-22 00:59:59,-46.1333,167.6833,63.18,45,0,3.8
450,Linfen,CN,2021-10-22 01:00:00,36.0889,111.5189,53.49,34,12,4.85
451,Vlasenica,BA,2021-10-22 01:00:00,44.1819,18.9406,56.62,80,94,4.56
452,Fare,PF,2021-10-22 01:00:01,-16.7,-151.0167,79.45,76,2,10.69
453,Mehriz,IR,2021-10-22 01:00:01,31.5917,54.4318,51.12,58,0,4.38
454,Rovaniemi,FI,2021-10-22 01:00:02,66.5,25.7167,29.61,80,90,19.57
455,Saint-Joseph,RE,2021-10-22 01:00:03,-21.3667,55.6167,70.18,73,0,4.0
456,Vikhorevka,RU,2021-10-22 01:00:04,56.1201,101.1636,29.79,72,15,3.04
457,Benguela,AO,2021-10-22 01:00:05,-12.5763,13.4055,74.34,80,73,6.85
458,Montepuez,MZ,2021-10-22 01:00:07,-13.1256,38.9997,65.57,79,31,5.79
459,Talara,PE,2021-10-22 01:00:07,-4.5772,-81.2719,65.26,89,44,11.3
460,Teahupoo,PF,2021-10-22 01:00:08,-17.8333,-149.2667,78.76,78,8,10.87
461,Doha,QA,2021-10-22 00:56:58,25.2867,51.5333,82.38,54,0,11.5
462,Pundaguitan,PH,2021-10-22 01:00:09,6.3711,126.1689,82.51,73,31,5.37
463,Veraval,IN,2021-10-22 01:00:10,20.9,70.3667,75.65,73,7,7.7
464,Maiduguri,NG,2021-10-22 01:00:11,11.8464,13.1603,81.52,56,99,5.3
465,Ust-Tsilma,RU,2021-10-22 01:00:12,65.441,52.1498,29.16,97,88,4.36
466,Capao Bonito,BR,2021-10-22 01:00:13,-24.0058,-48.3494,53.67,98,47,5.39
467,Bud,US,2021-10-22 01:00:14,39.447,-86.1758,54.21,77,100,8.21
468,Khash,IR,2021-10-22 01:00:15,28.2211,61.2158,54.9,43,0,6.42
469,High Level,CA,2021-10-22 01:00:15,58.5169,-117.136,40.53,57,7,6.85
470,Alta,NO,2021-10-22 01:00:16,69.9689,23.2717,34.84,77,90,19.57
471,Maryborough,AU,2021-10-22 01:00:17,-25.5333,152.7,81.01,56,83,10.4
472,Ranong,TH,2021-10-22 01:00:17,9.9658,98.6348,78.22,88,100,2.1
473,Tura,IN,2021-10-22 01:00:18,25.5198,90.2201,65.08,88,5,2.15
474,Colares,PT,2021-10-22 01:00:19,38.7992,-9.4469,61.9,69,0,5.01
475,Iseyin,NG,2021-10-22 01:00:20,7.9667,3.6,72.63,96,100,3.91
476,Leningradskiy,RU,2021-10-22 01:00:20,69.3833,178.4167,9.88,87,80,13.76
477,Kangaatsiaq,GL,2021-10-22 01:00:21,68.3065,-53.4641,29.62,76,95,2.8
478,Fairbanks,US,2021-10-22 00:58:16,64.8378,-147.7164,35.6,77,91,2.15
479,Chifeng,CN,2021-10-22 01:00:21,42.2683,118.9636,43.79,36,0,10.8
480,Belyy Yar,RU,2021-10-22 01:00:22,53.6039,91.3903,21.09,93,99,0.0
481,Palauig,PH,2021-10-22 01:00:22,15.435,119.9045,83.88,71,58,1.1
482,Mecca,SA,2021-10-22 00:57:48,21.4267,39.8261,79.72,42,90,3.42
483,Muros,ES,2021-10-22 01:00:09,42.7762,-9.0603,58.84,95,10,4.41
484,Kipushi,CD,2021-10-22 01:00:23,-11.7667,27.2333,64.54,62,15,5.1
485,Santa Ana,US,2021-10-22 00:56:36,33.7456,-117.8678,81.79,60,20,1.01
486,Koslan,RU,2021-10-22 01:00:23,63.4564,48.8989,33.69,99,100,5.1
487,Crotone,IT,2021-10-22 01:00:24,39.0851,17.1178,55.92,60,26,3.91
488,Erdenet,MN,2021-10-22 01:00:24,49.0333,104.0833,32.2,45,0,3.62
489,College,US,2021-10-22 00:57:16,64.8569,-147.8028,35.58,77,1,0.0
490,Ixtapa,MX,2021-10-22 01:00:25,20.7,-105.2,78.89,92,69,0.45
491,Cardston,CA,2021-10-22 01:00:09,49.2,-113.3019,50.04,51,21,8.3
492,Jumla,NP,2021-10-22 01:00:25,29.2747,82.1838,48.25,78,0,4.54
493,Klyuchi,RU,2021-10-22 01:00:26,52.2667,79.1667,39.67,59,100,14.52
494,Nizhneangarsk,RU,2021-10-22 01:00:26,55.7833,109.55,31.68,72,18,4.0
495,Hasaki,JP,2021-10-22 01:00:26,35.7333,140.8333,54.0,84,100,18.37
496,Caernarfon,GB,2021-10-22 01:00:27,53.1413,-4.2702,51.67,53,90,20.71
497,Tahe,CN,2021-10-22 01:00:27,52.3333,124.7333,38.84,56,24,4.34
498,Port Hardy,CA,2021-10-22 01:00:28,50.6996,-127.4199,49.69,95,100,19.35
499,Benavente,ES,2021-10-22 01:00:28,42.0025,-5.6783,50.88,75,6,7.2
500,Reserva,BR,2021-10-22 01:00:28,-24.6503,-50.8506,53.8,81,0,1.66
501,Arauca,CO,2021-10-22 01:00:29,7.0847,-70.7591,74.82,92,14,4.05
502,Ruston,US,2021-10-22 00:59:35,32.5232,-92.6379,71.29,88,1,0.0
503,Ericeira,PT,2021-10-22 01:00:29,38.9627,-9.4156,62.31,85,0,19.86
504,Gazanjyk,TM,2021-10-22 01:00:30,39.2446,55.5154,46.85,36,0,7.72
505,Valdivia,CL,2021-10-22 01:00:22,-39.8142,-73.2459,44.76,88,63,0.89
506,Zaozerne,UA,2021-10-22 01:00:30,45.1582,33.2787,57.94,78,0,20.6
507,Gangapur,IN,2021-10-22 01:00:31,26.4833,76.7167,69.01,61,0,7.76
508,Celestun,MX,2021-10-22 01:00:31,20.8667,-90.4,77.5,87,100,11.07
509,Manavalakurichi,IN,2021-10-22 01:00:32,8.1333,77.3,78.89,83,98,2.86
510,Lokosovo,RU,2021-10-22 01:00:32,61.1333,74.8167,39.94,92,100,9.15
511,Chipinge,ZW,2021-10-22 01:00:33,-20.1883,32.6236,56.5,84,9,4.14
512,Constantine,DZ,2021-10-22 00:57:48,36.365,6.6147,56.61,47,0,3.44
513,Tanout,NE,2021-10-22 01:00:33,14.9709,8.8879,85.26,27,42,8.79
514,Coronon,PH,2021-10-22 01:00:33,6.8792,125.4489,82.94,69,22,2.86
515,Kropotkin,RU,2021-10-22 01:00:34,45.4375,40.5756,46.63,48,11,5.17
516,Owase,JP,2021-10-22 01:00:34,34.0667,136.2,56.86,81,100,2.04
517,Atyrau,KZ,2021-10-22 01:00:34,47.1167,51.8833,46.42,81,0,13.42
518,Avera,US,2021-10-22 01:00:35,33.194,-82.5271,67.51,72,48,5.46
519,Socastee,US,2021-10-22 01:00:35,33.6835,-78.9984,74.01,76,1,4.61
520,Kuloy,RU,2021-10-22 01:00:36,61.0305,42.4925,46.65,98,100,8.34
521,Pemangkat,ID,2021-10-22 01:00:36,1.1667,108.9667,77.5,87,100,7.23
522,San Quintin,MX,2021-10-22 00:58:57,30.4833,-115.95,66.33,72,0,13.11
523,Fehergyarmat,HU,2021-10-22 01:00:37,47.9833,22.5167,59.99,60,100,10.07
524,Antalaha,MG,2021-10-22 01:00:37,-14.9003,50.2788,70.03,84,61,3.8
525,Dicabisagan,PH,2021-10-22 01:00:37,17.0818,122.4157,84.18,70,21,6.29
526,Bokovskaya,RU,2021-10-22 01:00:38,49.229,41.8306,46.98,85,61,16.11
527,Paamiut,GL,2021-10-22 01:00:38,61.994,-49.6678,36.97,56,18,12.71
528,Trincomalee,LK,2021-10-22 01:00:38,8.5711,81.2335,78.8,84,78,5.95
529,San Andres,CO,2021-10-22 01:00:39,12.5847,-81.7006,82.56,77,94,8.12
530,Verkhoyansk,RU,2021-10-22 01:00:39,67.5447,133.385,14.7,93,100,4.05
531,Cabedelo,BR,2021-10-22 01:00:39,-6.9811,-34.8339,79.0,78,99,9.62
532,Lata,PT,2021-10-22 01:00:40,40.1629,-8.3327,57.81,95,4,3.11
533,Ostrovnoy,RU,2021-10-22 01:00:40,68.0531,39.5131,34.52,75,100,17.02
534,Barinitas,VE,2021-10-22 01:00:40,8.7622,-70.4111,70.56,96,35,3.94
535,Taber,CA,2021-10-22 01:00:07,49.8167,-112.1518,53.28,48,0,6.67
536,Tomatlan,MX,2021-10-22 01:00:41,19.9333,-105.25,77.86,91,48,2.84
537,Beloha,MG,2021-10-22 00:57:43,-25.1667,45.05,60.33,82,1,4.36
538,Saint-Pierre,RE,2021-10-22 01:00:42,-21.3393,55.4781,71.28,68,0,8.05
539,Khandbari,NP,2021-10-22 01:00:42,27.3747,87.2039,64.54,88,82,1.34
540,Nouakchott,MR,2021-10-22 01:00:42,18.0858,-15.9785,80.53,34,52,9.78
541,Mehamn,NO,2021-10-22 01:00:43,71.0357,27.8492,34.41,55,100,21.5
542,Kargasok,RU,2021-10-22 01:00:43,59.0556,80.8572,41.58,90,100,9.91
543,Ugoofaaru,MV,2021-10-22 00:57:38,5.6667,73.0,81.18,79,46,7.25
544,Saint George,US,2021-10-22 01:00:09,37.1041,-113.5841,72.63,29,100,5.01
545,Calama,CL,2021-10-22 01:00:44,-22.4667,-68.9333,52.63,17,0,1.36
546,Abu Dhabi,AE,2021-10-22 01:00:02,24.4667,54.3667,86.38,56,0,14.97
547,Asau,RO,2021-10-22 01:00:44,46.4333,26.4,59.76,56,100,5.88
548,Comodoro Rivadavia,AR,2021-10-22 01:00:01,-45.8667,-67.5,55.62,38,3,6.26
549,Port Dickson,MY,2021-10-22 01:00:45,2.5228,101.7959,80.82,79,97,5.06
550,Gwadar,PK,2021-10-22 01:00:45,25.1216,62.3254,77.7,74,0,4.52
551,Ekhabi,RU,2021-10-22 01:00:46,53.5102,142.9671,35.64,86,100,11.95
552,Russell,US,2021-10-22 01:00:09,32.3502,-85.1999,70.97,92,13,5.06
553,Anchorage,US,2021-10-22 01:00:45,61.2181,-149.9003,44.31,82,98,8.01
554,Tallahassee,US,2021-10-22 00:59:57,30.4383,-84.2807,75.61,85,87,3.65
555,Fortuna,US,2021-10-22 01:00:47,40.5982,-124.1573,66.09,75,90,5.01
556,Kadnikov,RU,2021-10-22 01:00:47,59.5022,40.338,49.08,93,100,15.08
